DuplicatedImage,OriginalImage
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_54.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_342.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_55.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_344.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_56.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_345.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_57.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_343.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_87.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\mosaic_pre_processing\mosaic_squared_w_padedge\mosaic_squared_edge_85.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_14.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_136.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_172.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_171.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_25.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_135.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_258.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_202.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_259.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_204.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_313.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_214.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_314.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_233.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_317.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_250.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_322.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_208.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_323.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_206.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_324.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_203.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_327.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_212.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_328.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_213.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_330.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_217.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_334.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_221.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_337.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_224.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_344.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_241.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_346.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_236.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_347.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_209.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_350.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_210.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_351.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_244.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_353.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_246.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_355.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_240.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_360.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_248.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_361.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_223.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_362.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_219.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_364.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_222.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_365.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_229.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_366.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_226.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_367.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_228.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_373.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_253.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_374.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_238.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_376.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_249.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_377.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_239.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_382.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_245.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_383.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_242.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_389.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_251.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_390.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_237.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_391.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_225.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_392.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_231.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_393.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_205.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_395.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_254.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_396.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_255.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_397.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_211.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_398.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_207.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_399.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_216.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_400.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_220.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_401.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_218.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_403.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_256.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_404.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_215.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_405.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_235.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_407.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_257.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_408.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_247.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_410.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_232.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_411.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_252.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_412.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_230.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_416.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_243.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_417.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_227.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_419.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_234.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_512.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_262.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_513.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_266.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_59.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_3.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_60.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_2.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_63.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_0.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_65.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_36.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_66.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_37.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_68.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padconstant\rust_squared_constant_34.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_14.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_136.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_172.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_171.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_25.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_135.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_258.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_202.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_259.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_204.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_313.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_214.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_314.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_233.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_317.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_250.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_322.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_208.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_323.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_206.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_324.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_203.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_327.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_212.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_328.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_213.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_330.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_217.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_334.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_221.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_337.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_224.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_344.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_241.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_346.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_236.png
C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_347.png,C:\Users\Karina Rocha\SugarcaneLeafDisease\dataset/preprocessing/resizing\rust_pre_processing\rust_squared_w_padedge\rust_squared_edge_209.png
